Date,Close,High,Low,Open,Volume
3/2/2023,92.12999725,92.23000336,90.38999939,91.41000366,55509400
3/3/2023,94.90000153,94.94000244,92.66000366,92.73999786,55759600
3/6/2023,93.75,96.55000305,93.73999786,95.19000244,52112400
3/7/2023,93.55000305,95.08999634,92.77999878,94.05999756,49100700
3/8/2023,93.91999817,94.16999817,92.18000031,93.59999847,44899100
3/9/2023,92.25,96.20999908,92.18000031,93.68000031,56218700
3/10/2023,90.73000336,93.56999969,90.25,92.66999817,69827500
3/13/2023,92.43000031,94.01999664,88.12000275,89.97000122,72397100
3/14/2023,94.87999725,95.06999969,92.70999908,93.83000183,60912700
3/15/2023,96.19999695,96.66999817,93.06999969,93.22000122,70731800
3/16/2023,100.0400009,100.9899979,95.61000061,95.75,84446900
3/17/2023,98.94999695,100.6600037,97.45999908,99.79000092,87300200
3/20/2023,97.70999908,98.48000336,95.69999695,98.41000366,62388900
3/21/2023,100.6100006,100.8499985,98,98.13999939,58597300
3/22/2023,98.69999695,102.0999985,98.61000061,100.4499969,57475400
3/23/2023,98.70999908,101.0599976,97.62000275,100.4300003,57559300
3/24/2023,98.12999725,98.30000305,96.40000153,98.06999969,56095400
3/27/2023,98.04000092,99.33999634,97.08000183,99.06999969,46721300
3/28/2023,97.23999786,98.44000244,96.29000092,98.11000061,38720100
3/29/2023,100.25,100.4199982,98.55999756,98.69000244,49783300
3/30/2023,102,103.0400009,101.0100021,101.5500031,53633400
3/31/2023,103.2900009,103.4899979,101.9499969,102.1600037,56750300
4/3/2023,102.4100037,103.2900009,101.4300003,102.3000031,41135700
4/4/2023,103.9499969,104.1999969,102.1100006,102.75,48662500
4/5/2023,101.0999985,103.9100037,100.75,103.9100037,45175400
4/6/2023,102.0599976,102.3799973,99.80000305,100.75,43808000
4/10/2023,102.1699982,102.1999969,99.56999969,100.9599991,37261200
4/11/2023,99.91999817,101,99.01000214,100.8000031,60417800
4/12/2023,97.83000183,100.5100021,97.70999908,100.4000015,56735000
4/13/2023,102.4000015,102.5699997,98.70999908,98.94999695,67925100
4/14/2023,102.5100021,103.1999969,101.1100006,102.0699997,51450500
4/17/2023,102.7399979,103.7300034,101.5899963,103.1600037,39919500
4/18/2023,102.3000031,104.1999969,101.5199966,103.9499969,39790500
4/19/2023,104.3000031,105.1200027,101.3899994,101.5800018,58398900
4/20/2023,103.8099976,105.25,103.2099991,103.5299988,57696900
4/21/2023,106.9599991,108.1500015,105.0800018,106.0999985,86774200
4/24/2023,106.2099991,109.2300034,105.0699997,107.6600037,69575600
4/25/2023,102.5699997,105.4499969,102.4499969,104.9100037,65026800
4/26/2023,104.9800034,106.6200027,104.0999985,105.0400009,73803800
4/27/2023,109.8199997,110.8600006,106.8000031,108.1600037,149961200
4/28/2023,105.4499969,109.4800034,104.3300018,107.7300034,130565000
5/1/2023,102.0500031,105.2300034,101.8199997,104.9499969,74728100
5/2/2023,103.6299973,103.9000015,101.1500015,101.4700012,73469400
5/3/2023,103.6500015,105.9599991,103.2799988,103.7399979,65051900
5/4/2023,104,105.3899994,103.3099976,104.0400009,45345500
5/5/2023,105.6600037,105.7600021,103.5500031,104.2699966,56912900
5/8/2023,105.8300018,106.0999985,104.6999969,105.0400009,49430900
5/9/2023,106.6200027,106.7900009,105.1600037,105.4800034,44089400
5/10/2023,110.1900024,110.6699982,108.0500031,108.0999985,78627600
5/11/2023,112.1800003,113.2799988,110.4899979,111.0299988,74924800
5/12/2023,110.2600021,112.6399994,109.3199997,112.1600037,49810100
5/15/2023,111.1999969,112.2900009,109.25,111.1500015,53011100
5/16/2023,113.4000015,114.7900009,111.0500031,111.0500031,71472900
5/17/2023,115.5,115.8300018,114.2200012,114.8899994,65655200
5/18/2023,118.1500015,118.5999985,116.3399963,116.6900024,73174100
5/19/2023,116.25,118.3099976,115.6999969,118.1600037,54990200
5/22/2023,115.0100021,116.7699966,114.25,116.7699966,70741100
5/23/2023,114.9899979,117.1399994,113.7799988,114.2699966,67576300
5/24/2023,116.75,117.3399963,115.0199966,115.3499985,63487900
5/25/2023,115,116.8700027,114.3099976,116.6299973,66496700
5/26/2023,120.1100006,121.5,116.0199966,116.0400009,96779900
5/30/2023,121.6600037,122.9199982,119.8600006,122.3700027,64314800
5/31/2023,120.5800018,122.0400009,119.1699982,121.4499969,72800800
6/1/2023,122.7699966,123.4899979,119.9300003,120.6900024,54375100
6/2/2023,124.25,126.3899994,124.0199966,124.9199982,61215000
6/5/2023,125.3000031,125.8000031,123.0299988,123.3600006,47950100
6/6/2023,126.6100006,127.4000015,125,125.0699997,45695200
6/7/2023,121.2300034,127.3700027,120.6299973,127.0100021,95663300
6/8/2023,124.25,125.6299973,122.2600021,123.0100021,62159300
6/9/2023,123.4300003,125.8000031,123.1900024,124.0800018,51330000
6/12/2023,126.5699997,126.7799988,123.5299988,124.0199966,51338000
6/13/2023,126.6600037,128.4100037,125.1800003,128.1199951,50564800
6/14/2023,126.4199982,126.9499969,124.1200027,126.6999969,52422500
6/15/2023,127.1100006,127.6900024,124.3199997,125.2099991,60458500
6/16/2023,125.4899979,127.9000015,125.3000031,127.7099991,84188100
6/20/2023,125.7799988,127.25,124.5,124.9700012,56930100
6/21/2023,124.8300018,126.7300034,123.8499985,125.6399994,52137700
6/22/2023,130.1499939,130.3300018,125.1399994,125.3099976,90354600
6/23/2023,129.3300018,130.8399963,128.2799988,129.1100006,71855200
6/26/2023,127.3300018,131.4900055,127.0999985,129.3300018,59989300
6/27/2023,129.1799927,130.0899963,127.5500031,128.6300049,46801000
6/28/2023,129.0399933,131.4799957,128.4400024,128.9400024,52149500
6/29/2023,127.9000015,129.2599945,127.2600021,128.7700043,40761000
6/30/2023,130.3600006,131.25,128.9499969,129.4700012,54310500
7/3/2023,130.2200012,131.8500061,130.0700073,130.8200073,28264800
7/5/2023,130.3800049,131.3999939,129.6399994,130.2400055,35895400
7/6/2023,128.3600006,128.7299957,127.3700027,128.25,40639900
7/7/2023,129.7799988,130.9700012,128.1300049,128.5899963,41928700
7/10/2023,127.1299973,129.2799988,125.9199982,129.0700073,61889300
7/11/2023,128.7799988,129.7700043,127.3499985,127.75,49951500
7/12/2023,130.8000031,131.2599945,128.8300018,130.3099976,54022800
7/13/2023,134.3000031,134.6699982,132.7100067,134.0399933,61170900
7/14/2023,134.6799927,136.6499939,134.0599976,134.0599976,54388100
7/17/2023,133.5599976,135.6199951,133.2100067,134.5599976,48450200
7/18/2023,132.8300018,133.8600006,131.3500061,132.7100067,54969100
7/19/2023,135.3600006,135.9900055,132.5299988,133.3899994,54531000
7/20/2023,129.9600067,134.7899933,129.3300018,134.0700073,59820600
7/21/2023,130,131.3699951,128.4199982,131.3399963,133265000
7/24/2023,128.8000031,131.6600037,128.3500061,130.3099976,45591100
7/25/2023,129.1300049,129.5800018,128.5299988,129.3099976,39236700
7/26/2023,128.1499939,129.0800018,126.1100006,126.5100021,53910100
7/27/2023,128.25,132.6300049,127.7900009,131,52610700
7/28/2023,132.2100067,133.0099945,129.3300018,129.6900024,46317400
7/31/2023,133.6799927,133.8699951,132.3800049,133.1999969,41901500
8/1/2023,131.6900024,133.6900024,131.6199951,133.5500031,42098500
8/2/2023,128.2100067,130.2299957,126.8199997,130.1499939,51027600
8/3/2023,128.9100037,129.8399963,126.4100037,127.4800034,88585200
8/4/2023,139.5700073,143.6300049,139.3200073,141.0599976,152938700
8/7/2023,142.2200012,142.5399933,138.9499969,140.9900055,71213100
8/8/2023,139.9400024,140.8399963,138.4199982,140.6199951,51710500
8/9/2023,137.8500061,140.3200073,137.1000061,139.9700012,50017300
8/10/2023,138.5599976,140.4100037,137.4900055,139.0700073,58928400
8/11/2023,138.4100037,139.3300018,137,137.3999939,42832100
8/14/2023,140.5700073,140.5899963,137.75,138.3000031,47148700
8/15/2023,137.6699982,141.2799988,137.2299957,140.0500031,42781500
8/16/2023,135.0700073,137.2700043,135.0099945,137.1900024,41675900
8/17/2023,133.9799957,136.0899963,133.5299988,135.4600067,48354100
8/18/2023,133.2200012,134.0700073,131.1499939,131.6199951,48469400
8/21/2023,134.6799927,135.1900024,132.7100067,133.7400055,41442500
8/22/2023,134.25,135.6499939,133.7299957,135.0800018,32935100
8/23/2023,135.5200043,135.9499969,133.2200012,134.5,42801000
8/24/2023,131.8399963,136.7799988,131.8300018,136.3999939,43646300
8/25/2023,133.2599945,133.8699951,130.5800018,132.4700012,44147500
8/28/2023,133.1399994,133.9499969,131.8500061,133.7799988,34108400
8/29/2023,134.9100037,135.1399994,133.25,133.3800049,38646100
8/30/2023,135.0700073,135.6799927,133.9199982,134.9299927,36137000
8/31/2023,138.0099945,138.7899933,135,135.0599976,58781300
9/1/2023,138.1199951,139.9600067,136.8800049,139.4600067,40948300
9/5/2023,137.2700043,137.8000031,135.8200073,137.7299957,40636700
9/6/2023,135.3600006,137.4499969,134.6100006,136.3200073,41785500
9/7/2023,137.8500061,138.0299988,133.1600037,133.8999939,48498900
9/8/2023,138.2299957,138.8500061,136.75,136.8600006,38348200
9/11/2023,143.1000061,143.6199951,138.6399994,138.75,56764500
9/12/2023,141.2299957,143,140.6100006,142.3200073,42668500
9/13/2023,144.8500061,144.9799957,140.8699951,140.9499969,60465200
9/14/2023,144.7200012,145.8600006,142.9499969,145.0800018,64033600
9/15/2023,140.3899994,143.5700073,140.0899963,142.6900024,102861700
9/18/2023,139.9799957,141.75,139.2200012,140.4799957,42823500
9/19/2023,137.6300049,138.8399963,135.5599976,138.6999969,61482500
9/20/2023,135.2899933,139.3699951,135.1999969,138.5500031,46263700
9/21/2023,129.3300018,132.2400055,129.3099976,131.9400024,70234800
9/22/2023,129.1199951,132.0299988,128.5200043,131.1100006,59904300
9/25/2023,131.2700043,131.7799988,128.7700043,129.3600006,46017800
9/26/2023,125.9800034,130.3899994,125.2799988,130.1199951,73048200
9/27/2023,125.9800034,127.4800034,124.1299973,125.7600021,66553400
9/28/2023,125.9800034,126.5800018,123.0400009,124.0400009,54555000
9/29/2023,127.1200027,129.1499939,126.3199997,128.1999969,62377600
10/2/2023,129.4600067,130.4700012,126.5400009,127.2799988,48029700
10/3/2023,124.7200012,128.5200043,124.25,128.0599976,51565000
10/4/2023,127,127.3600006,125.6800003,126.0599976,44203900
10/5/2023,125.9599991,126.7300034,124.3300018,126.7099991,39660600
10/6/2023,127.9599991,128.4499969,124.1299973,124.1600037,46795900
10/9/2023,128.2599945,128.7899933,124.7600021,126.2200012,38773700
10/10/2023,129.4799957,130.7400055,128.0500031,128.8200073,42178600
10/11/2023,131.8300018,132.0500031,129.6100006,129.7400055,40741800
10/12/2023,132.3300018,134.4799957,131.2299957,132.1699982,55528600
10/13/2023,129.7899933,133.3099976,128.9499969,132.9799957,45786600
10/16/2023,132.5500031,133.0700073,130.4299927,130.6900024,42832900
10/17/2023,131.4700012,132.5800018,128.7100067,130.3899994,49344600
10/18/2023,128.1300049,130.6699982,127.5100021,129.8999939,42699500
10/19/2023,128.3999939,132.2400055,127.4700012,130.5700073,60961400
10/20/2023,125.1699982,128.1699982,124.9700012,128.0500031,56343300
10/23/2023,126.5599976,127.8799973,123.9800034,124.6299973,48260000
10/24/2023,128.5599976,128.8000031,126.3399963,127.7399979,46477400
10/25/2023,121.3899994,126.3399963,120.7900009,126.0400009,74577500
10/26/2023,119.5699997,121.6399994,118.3499985,120.6299973,100419500
10/27/2023,127.7399979,130.0200043,125.5199966,126.1999969,125309300
10/30/2023,132.7100067,133,128.5599976,129.7200012,72485500
10/31/2023,133.0899963,133.5700073,131.7100067,132.75,51589400
11/1/2023,137,137.3500061,133.7100067,133.9600067,61529400
11/2/2023,138.0700073,138.8099976,136.4700012,138.7299957,52236700
11/3/2023,138.6000061,139.4900055,137.4499969,138.9900055,44007200
11/6/2023,139.7400055,140.7299957,138.3600006,138.7599945,44970400
11/7/2023,142.7100067,143.3699951,140.5,140.5500031,53553500
11/8/2023,142.0800018,143.1199951,141.2200012,142.9700012,44521700
11/9/2023,140.6000061,142.6499939,139.8399963,142.0200043,36235400
11/10/2023,143.5599976,143.6499939,139.9100037,140.4600067,49287800
11/13/2023,142.5899963,143.2299957,140.6699982,142.0800018,35680600
11/14/2023,145.8000031,147.2599945,144.6799927,145,56674600
11/15/2023,143.1999969,147.2899933,142.5899963,147.0599976,63875700
11/16/2023,142.8300018,143.3200073,139.5200043,140.9100037,49653500
11/17/2023,145.1799927,145.2299957,142.5399933,142.6600037,49636700
11/20/2023,146.1300049,146.6300049,144.7299957,145.1300049,41951200
11/21/2023,143.8999939,144.0500031,141.5,143.9100037,71226000
11/22/2023,146.7100067,147.7400055,144.5700073,144.5700073,45669100
11/24/2023,146.7400055,147.1999969,145.3200073,146.6999969,22378400
11/27/2023,147.7299957,149.2599945,146.8800049,147.5299988,53762400
11/28/2023,147.0299988,147.6000061,145.5299988,146.9799957,42711700
11/29/2023,146.3200073,148.5399933,145.9700012,147.8500061,40610900
11/30/2023,146.0899963,146.9299927,144.3300018,144.7599945,65814000
12/1/2023,147.0299988,147.25,145.5500031,146,39924600
12/4/2023,144.8399963,145.3500061,142.8099976,145.25,48294200
12/5/2023,146.8800049,148.5700073,143.1300049,143.5500031,46822400
12/6/2023,144.5200043,147.8500061,144.2799988,147.5800018,39679000
12/7/2023,146.8800049,147.9199982,145.3399963,146.1499939,52352800
12/8/2023,147.4199982,147.8399963,145.3999939,145.4799957,41858000
12/11/2023,145.8899994,146.1900024,143.6399994,145.6600037,50907300
12/12/2023,147.4799957,147.5,145.3000031,145.5200043,44944300
12/13/2023,148.8399963,149.4600067,146.8200073,148.1199951,52766200
12/14/2023,147.4199982,150.5399933,145.5200043,149.9299927,58400800
12/15/2023,149.9700012,150.5700073,147.8800049,148.3800049,110039100
12/18/2023,154.0700073,154.8500061,150.0500031,150.5599976,62512800
12/19/2023,153.7899933,155.1199951,152.6900024,154.3999939,43171300
12/20/2023,152.1199951,155.6300049,151.5599976,152.8999939,50322100
12/21/2023,153.8399963,153.9700012,152.1000061,153.3000031,36305700
12/22/2023,153.4199982,154.3500061,152.7100067,153.7700043,29480100
12/26/2023,153.4100037,153.9799957,153.0299988,153.5599976,25067200
12/27/2023,153.3399963,154.7799988,153.1199951,153.5599976,31434700
12/28/2023,153.3800049,154.0800018,152.9499969,153.7200012,27057000
12/29/2023,151.9400024,153.8899994,151.0299988,153.1000061,39789000
